Assigned to,animation_url,image,Moto Name,Top Chassis,Side Cart,Pattern,Color,Number Plate,Top Chassis is Correct?,Side Cart in Metadata is Correct?,Pattern # is Correct?,Color # is Correct?,Number Plate is Correct?,Any Other Animation Issues?,Any Other Image Issues?
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_O7WR546SRIK54.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_O7WR546SRIK54.jpeg,Moto,Wheeled,None,Pattern 2,Color 9,WW-723,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_TK6ZI840CJ9XM.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_TK6ZI840CJ9XM.jpeg,Moto,Wheeled,None,Pattern 13,Color 1,WW-724,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_YGD1UH2P5235O.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_YGD1UH2P5235O.jpeg,Moto,Wheeled,None,Pattern 0,Color 4,WW-725,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_0GYCA8EOYXQE2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_0GYCA8EOYXQE2.jpeg,Moto,Wheeled,None,Pattern 3,Color 1,WW-726,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_X4PDV5Y1O9PKU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_X4PDV5Y1O9PKU.jpeg,Moto,Wheeled,None,Pattern 5,Color 8,WW-727,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_IR28P5Y21XYCP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_IR28P5Y21XYCP.jpeg,Moto,Wheeled,None,Pattern 2,Color 0,WW-728,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WZBGK6PP60WKH.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WZBGK6PP60WKH.jpeg,Moto,Wheeled,None,Pattern 0,Color 2,WW-729,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_Y214OQD4TSIDN.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_Y214OQD4TSIDN.jpeg,Moto,Wheeled,None,Pattern 2,Color 5,WW-730,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_320W05EGMKJ9M.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_320W05EGMKJ9M.jpeg,Moto,Wheeled,None,Pattern 6,Color 1,WW-731,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZEM7AKSC55R5J.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZEM7AKSC55R5J.jpeg,Moto,Wheeled,None,Pattern 1,Color 0,WW-732,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_OZ76BS488WCNR.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_OZ76BS488WCNR.jpeg,Moto,Wheeled,None,Pattern 2,Color 9,WW-733,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_VC6J4RBZ6SN3J.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_VC6J4RBZ6SN3J.jpeg,Moto,Wheeled,None,Pattern 1,Color 3,WW-734,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_OXLV6PLN48CR2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_OXLV6PLN48CR2.jpeg,Moto,Wheeled,None,Pattern 6,Color 6,WW-735,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FPVQY14ED8YQC.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FPVQY14ED8YQC.jpeg,Moto,Wheeled,None,Pattern 0,Color 0,WW-736,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_M3JNMJ7IJCAU7.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_M3JNMJ7IJCAU7.jpeg,Moto,Wheeled,None,Pattern 4,Color 0,WW-737,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3RAMVMLDU4MON.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3RAMVMLDU4MON.jpeg,Moto,Wheeled,None,Pattern 7,Color 1,WW-738,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_8UIEY6HANUMFW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_8UIEY6HANUMFW.jpeg,Moto,Wheeled,None,Pattern 4,Color 4,WW-739,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GW61M1USPO4FC.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GW61M1USPO4FC.jpeg,Moto,Wheeled,None,Pattern 3,Color 7,WW-740,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_U94P6C8IDJWSF.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_U94P6C8IDJWSF.jpeg,Moto,Wheeled,None,Pattern 0,Color 4,WW-741,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_33YBD2QR3310H.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_33YBD2QR3310H.jpeg,Moto,Wheeled,None,Pattern 4,Color 7,WW-742,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_CR0Y6NE047OK3.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_CR0Y6NE047OK3.jpeg,Moto,Wheeled,None,Pattern 3,Color 1,WW-743,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_JU9RPSNGCY9EA.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_JU9RPSNGCY9EA.jpeg,Moto,Wheeled,None,Pattern 3,Color 0,WW-744,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_H78XWX809KXVP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_H78XWX809KXVP.jpeg,Moto,Wheeled,None,Pattern 7,Color 3,WW-745,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_5758O77R63V19.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_5758O77R63V19.jpeg,Moto,Wheeled,None,Pattern 6,Color 0,WW-746,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_LT2HL0CLM1VIB.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_LT2HL0CLM1VIB.jpeg,Moto,Wheeled,None,Pattern 9,Color 1,WW-747,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_J9FHITJ2HCRUY.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_J9FHITJ2HCRUY.jpeg,Moto,Wheeled,None,Pattern 0,Color 6,WW-748,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_2WXWIAR00MAEM.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_2WXWIAR00MAEM.jpeg,Moto,Wheeled,None,Pattern 6,Color 0,WW-749,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_W8FASDRFL1OT2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_W8FASDRFL1OT2.jpeg,Moto,Wheeled,None,Pattern 4,Color 0,WW-750,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6F7Z1I8LG4RNO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6F7Z1I8LG4RNO.jpeg,Moto,Wheeled,None,Pattern 1,Color 0,WW-751,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_MNT1LR4Y3PQSC.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_MNT1LR4Y3PQSC.jpeg,Moto,Wheeled,None,Pattern 14,Color 0,WW-752,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZGR72K6I15QSF.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZGR72K6I15QSF.jpeg,Moto,Wheeled,None,Pattern 2,Color 1,WW-753,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_08KLMDPU8GWAQ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_08KLMDPU8GWAQ.jpeg,Moto,Wheeled,None,Pattern 0,Color 0,WW-754,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_A08IML1VB0WKD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_A08IML1VB0WKD.jpeg,Moto,Wheeled,None,Pattern 0,Color 1,WW-755,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_7ZQUJGP59YMI1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_7ZQUJGP59YMI1.jpeg,Moto,Wheeled,None,Pattern 7,Color 1,WW-756,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_OLFOPDJ9DCVVA.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_OLFOPDJ9DCVVA.jpeg,Moto,Wheeled,None,Pattern 8,Color 2,WW-757,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_2BAHQRP0RTAEF.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_2BAHQRP0RTAEF.jpeg,Moto,Wheeled,None,Pattern 1,Color 1,WW-758,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_N726EI83M4F0G.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_N726EI83M4F0G.jpeg,Moto,Wheeled,None,Pattern 8,Color 2,WW-759,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_2GCJK5K5KUO38.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_2GCJK5K5KUO38.jpeg,Moto,Wheeled,None,Pattern 3,Color 3,WW-760,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZN5BVUAIAQKW2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZN5BVUAIAQKW2.jpeg,Moto,Sport,None,Pattern 2,Color 0,WW-761,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FV6LXFWVEA0HG.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FV6LXFWVEA0HG.jpeg,Moto,Sport,None,Pattern 0,Color 8,WW-762,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_OFKEBSRZN8EAU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_OFKEBSRZN8EAU.jpeg,Moto,Sport,None,Pattern 1,Color 4,WW-763,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_UIZ8MIE3C4MSV.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_UIZ8MIE3C4MSV.jpeg,Moto,Sport,Side Cart,Pattern 0,Color 4,WW-764,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_NRGTJJT683O5B.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_NRGTJJT683O5B.jpeg,Moto,Sport,None,Pattern 6,Color 0,WW-765,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_AHMSMBXQ63JHU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_AHMSMBXQ63JHU.jpeg,Moto,Sport,Side Cart,Pattern 7,Color 2,WW-766,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_IKYTC5M9QZXCM.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_IKYTC5M9QZXCM.jpeg,Moto,Sport,None,Pattern 3,Color 2,WW-767,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_V3GBEPF7C3QLZ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_V3GBEPF7C3QLZ.jpeg,Moto,Sport,Side Cart,Pattern 1,Color 6,WW-768,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RCNUSAAXTLE9K.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RCNUSAAXTLE9K.jpeg,Moto,Sport,None,Pattern 4,Color 5,WW-769,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_836DRLRFP0RY6.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_836DRLRFP0RY6.jpeg,Moto,Sport,None,Pattern 1,Color 3,WW-770,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_N585T2QM5MBXN.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_N585T2QM5MBXN.jpeg,Moto,Sport,None,Pattern 0,Color 0,WW-771,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZLT0M1TTYGYFQ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZLT0M1TTYGYFQ.jpeg,Moto,Sport,None,Pattern 7,Color 1,WW-772,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_K64AAYGFFTQVX.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_K64AAYGFFTQVX.jpeg,Moto,Sport,None,Pattern 3,Color 1,WW-773,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_UUY8626FA3L9G.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_UUY8626FA3L9G.jpeg,Moto,Sport,None,Pattern 2,Color 8,WW-774,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_PMPWP8O3M3DRW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_PMPWP8O3M3DRW.jpeg,Moto,Sport,None,Pattern 12,Color 0,WW-775,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_2SWWSO156TIRB.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_2SWWSO156TIRB.jpeg,Moto,Sport,None,Pattern 7,Color 1,WW-776,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_7VRGH3SZ9QDDL.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_7VRGH3SZ9QDDL.jpeg,Moto,Sport,None,Pattern 3,Color 2,WW-777,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_VO5X6LI2PRARC.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_VO5X6LI2PRARC.jpeg,Moto,Sport,None,Pattern 0,Color 1,WW-778,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_4MXPFNMHJKGAE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_4MXPFNMHJKGAE.jpeg,Moto,Sport,None,Pattern 6,Color 4,WW-779,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_95LTEEGUZNCET.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_95LTEEGUZNCET.jpeg,Moto,Sport,None,Pattern 4,Color 2,WW-780,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_0B27DT9PCYUKH.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_0B27DT9PCYUKH.jpeg,Moto,Sport,None,Pattern 1,Color 1,WW-781,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_SLLTSYVCEDUJT.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_SLLTSYVCEDUJT.jpeg,Moto,Sport,None,Pattern 1,Color 1,WW-782,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_4CC73DJ6THHO1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_4CC73DJ6THHO1.jpeg,Moto,Sport,None,Pattern 1,Color 1,WW-783,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_0Z9HPF68E6RHP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_0Z9HPF68E6RHP.jpeg,Moto,Sport,None,Pattern 0,Color 3,WW-784,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_1GJPA1PX3GPVW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_1GJPA1PX3GPVW.jpeg,Moto,Sport,None,Pattern 5,Color 0,WW-785,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_EBQBCZGEC8ZDO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_EBQBCZGEC8ZDO.jpeg,Moto,Sport,None,Pattern 8,Color 0,WW-786,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_M6RIUX35T5O9P.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_M6RIUX35T5O9P.jpeg,Moto,Sport,None,Pattern 1,Color 1,WW-787,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GWXZD5FYF3FFW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GWXZD5FYF3FFW.jpeg,Moto,Sport,None,Pattern 1,Color 7,WW-788,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FDG56MCJP6QLI.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FDG56MCJP6QLI.jpeg,Moto,Sport,None,Pattern 2,Color 1,WW-789,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_IQF4LQ581M27P.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_IQF4LQ581M27P.jpeg,Moto,Sport,None,Pattern 1,Color 5,WW-790,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_JLJ85I95FPPZ7.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_JLJ85I95FPPZ7.jpeg,Moto,Sport,None,Pattern 3,Color 3,WW-791,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_7MYG87P4Q64OK.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_7MYG87P4Q64OK.jpeg,Moto,Sport,Side Cart,Pattern 1,Color 0,WW-792,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_UFCUGEI4F9VAO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_UFCUGEI4F9VAO.jpeg,Moto,Sport,None,Pattern 0,Color 7,WW-793,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6QIY0FWZPZKGK.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6QIY0FWZPZKGK.jpeg,Moto,Sport,None,Pattern 0,Color 2,WW-794,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WYH900TLEO1EF.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WYH900TLEO1EF.jpeg,Moto,Sport,None,Pattern 2,Color 1,WW-795,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WOFZFW0PEUNMB.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WOFZFW0PEUNMB.jpeg,Moto,Sport,None,Pattern 2,Color 2,WW-796,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_XIWXI6IJRNSVD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_XIWXI6IJRNSVD.jpeg,Moto,Sport,None,Pattern 0,Color 0,WW-797,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_1SA1XND6SW4BM.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_1SA1XND6SW4BM.jpeg,Moto,Sport,None,Pattern 3,Color 0,WW-798,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_1PJS8A1P74IPU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_1PJS8A1P74IPU.jpeg,Moto,Sport,None,Pattern 1,Color 1,WW-799,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_99EHDUO7MMSAR.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_99EHDUO7MMSAR.jpeg,Moto,Sport,None,Pattern 7,Color 3,WW-800,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_0PO5Z5SH0RI1I.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_0PO5Z5SH0RI1I.jpeg,Moto,Sport,None,Pattern 0,Color 1,WW-801,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WDX87TEJVXQJT.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WDX87TEJVXQJT.jpeg,Moto,Sport,None,Pattern 5,Color 5,WW-802,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_NNNX4HYW4PIXE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_NNNX4HYW4PIXE.jpeg,Moto,Sport,None,Pattern 0,Color 0,WW-803,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_7E4CMCGMBV7F0.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_7E4CMCGMBV7F0.jpeg,Moto,Sport,None,Pattern 5,Color 0,WW-804,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_POTYO7GXC7P3N.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_POTYO7GXC7P3N.jpeg,Moto,Sport,None,Pattern 0,Color 1,WW-805,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_B6AGAD26HJ0N3.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_B6AGAD26HJ0N3.jpeg,Moto,Sport,None,Pattern 0,Color 4,WW-806,,,,,,,
PanzeR Wilder,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_BEEWPDVMZ53UD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_BEEWPDVMZ53UD.jpeg,Moto,Sport,None,Pattern 8,Color 2,WW-807,,,,,,,
